scenario,metric,metric_label,governed,comparator,n_pairs,difference_definition,mean_paired_difference,median_paired_difference,ci95_low,ci95_high,rank_biserial,wilcoxon_p_raw,wilcoxon_p_holm,holm_reject_0_05
S2,max_total_queue,Maximum total queue,agentic_governed,cloud_maxpressure,20,positive_favors_governed,32.0,31.5,22.85,42.25,1.0,8.819870204194453e-05,0.0021800574482719903,True
S2,max_total_queue,Maximum total queue,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,41.45,40.0,26.85,56.40124999999998,0.9238095238095239,4.76837158203125e-05,0.001239776611328125,True
S2,max_total_queue,Maximum total queue,agentic_governed,fixed,20,positive_favors_governed,1.75,1.0,-3.7,6.65,0.25263157894736843,0.3333048900114015,1.0,False
S2,max_total_queue,Maximum total queue,agentic_governed,local_maxwave,20,positive_favors_governed,6.25,2.5,-0.85,13.5,0.3523809523809524,0.16674002533898136,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,fixed,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,local_maxwave,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,-94898.7,-95006.5,-95128.95125,-94544.295,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,agentic_unguarded,20,positive_favors_governed,124.6,28.5,-104.55375,421.25249999999994,0.08571428571428572,0.7561664581298828,1.0,False
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,cloud_maxpressure,20,positive_favors_governed,8369317.7,8369457.5,8368739.225,8369899.0075,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-408242.4,-408312.0,-408462.00375,-407926.89625000005,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,fixed,20,positive_favors_governed,-408242.4,-408312.0,-408462.25125,-407924.29625,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,wan_application_bytes,WAN application bytes/h,agentic_governed,local_maxwave,20,positive_favors_governed,-408242.4,-408312.0,-408463.50125,-407915.79125,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,-1858488.3,-1858555.5,-1858829.75375,-1858149.195,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,agentic_unguarded,20,positive_favors_governed,-86.45,-249.0,-714.45,500.75374999999997,0.02857142857142857,0.9272785186767578,1.0,False
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,cloud_maxpressure,20,positive_favors_governed,-1858488.3,-1858555.5,-1858820.60375,-1858143.59,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-1858488.3,-1858555.5,-1858827.50375,-1858152.64,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,fixed,20,positive_favors_governed,-1858488.3,-1858555.5,-1858828.2025,-1858157.19125,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,peer_application_bytes,Peer application bytes/h,agentic_governed,local_maxwave,20,positive_favors_governed,-1858488.3,-1858555.5,-1858830.60375,-1858146.29875,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,-10.45,-11.0,-12.75,-8.15,-1.0,8.70783521016157e-05,0.00230135041870983,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,agentic_unguarded,20,positive_favors_governed,4.95,4.0,2.5,7.85,0.8047619047619048,0.001584524785770158,0.0190142974292419,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,cloud_maxpressure,20,positive_favors_governed,-15.1,-14.0,-16.7,-13.65,-1.0,8.523520069295667e-05,0.00230135041870983,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-15.1,-14.0,-16.7,-13.65,-1.0,8.523520069295667e-05,0.00230135041870983,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,fixed,20,positive_favors_governed,-15.1,-14.0,-16.7,-13.6,-1.0,8.523520069295667e-05,0.00230135041870983,True
S2,proposed_unsafe_actions,Proposed policy violations,agentic_governed,local_maxwave,20,positive_favors_governed,-15.1,-14.0,-16.7,-13.64875000000002,-1.0,8.523520069295667e-05,0.00230135041870983,True
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,agentic_unguarded,20,positive_favors_governed,20.05,20.0,17.6,22.65,1.0,8.745059215649785e-05,0.0023444332887706297,True
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,cloud_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,fixed,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,executed_unsafe_actions,Executed policy violations,agentic_governed,local_maxwave,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",agentic_governed,agentic_governed_no_peer,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S2,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",agentic_governed,agentic_unguarded,20,positive_favors_governed,83.04112704592406,84.6774193548387,73.119240045156,93.65677182650035,1.0,8.832385863081277e-05,0.0006173909142936117,True
S3,mean_time_loss_s,Mean time loss (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,2.2593680607582614,2.712172659009628,0.5849762156507408,3.9650089075077086,0.5238095238095238,0.039989471435546875,0.4798736572265625,False
S3,mean_time_loss_s,Mean time loss (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,28.401353021081206,28.24220663989951,24.682343247692184,32.12107757023976,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,mean_time_loss_s,Mean time loss (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,27.174711103234607,26.52771178516609,23.552447810363564,30.836479193216302,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,mean_time_loss_s,Mean time loss (s),agentic_governed,fixed,20,positive_favors_governed,6.9434303404152375,6.6232535967389055,5.7364821133857715,8.153256092459266,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,mean_time_loss_s,Mean time loss (s),agentic_governed,local_maxwave,20,positive_favors_governed,0.16329555539154975,0.07111631282978337,-1.1635830286935531,1.7179388214219449,0.01904761904761905,0.956329345703125,1.0,False
S3,p95_time_loss_s,P95 time loss (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,9.448999999999998,8.14,-0.20955000000000254,19.452537500000002,0.41904761904761906,0.10539817810058594,1.0,False
S3,p95_time_loss_s,P95 time loss (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,87.65099999999998,78.05999999999999,67.2414625,108.431225,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,p95_time_loss_s,P95 time loss (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,86.696,85.785,69.5421875,105.88586249999997,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,p95_time_loss_s,P95 time loss (s),agentic_governed,fixed,20,positive_favors_governed,-18.947,-18.30000000000001,-25.102850000000007,-12.663424999999998,-0.9523809523809523,1.9073486328125e-05,0.000400543212890625,True
S3,p95_time_loss_s,P95 time loss (s),agentic_governed,local_maxwave,20,positive_favors_governed,2.7375000000000016,0.8300000000000125,-4.394050000000001,10.756987499999989,0.1895424836601307,0.4924592974852695,1.0,False
S3,p95_trip_time_s,P95 trip time (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,8.45,5.5,2.15,15.5,0.5285714285714286,0.03815109230740938,0.49596419999632196,False
S3,p95_trip_time_s,P95 trip time (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,104.85,97.5,88.8,121.5,1.0,8.844915021211901e-05,0.002374617423703541,True
S3,p95_trip_time_s,P95 trip time (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,98.15,92.5,81.9,116.95124999999999,1.0,8.832385863081277e-05,0.002374617423703541,True
S3,p95_trip_time_s,P95 trip time (s),agentic_governed,fixed,20,positive_favors_governed,18.45,19.5,14.35,22.55,1.0,8.794879347050151e-05,0.002374617423703541,True
S3,p95_trip_time_s,P95 trip time (s),agentic_governed,local_maxwave,20,positive_favors_governed,-0.15,-1.0,-4.75,6.45,-0.45588235294117646,0.10817164293700447,0.9735447864330402,False
S3,emergency_trip_time_s,Emergency trip time (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,-31.55,-2.5,-81.5525,14.75,-0.3660130718954248,0.18495477148896955,1.0,False
S3,emergency_trip_time_s,Emergency trip time (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,29.15,26.5,-21.35125,77.85124999999998,0.580952380952381,0.022733239907101195,0.27279887888521437,False
S3,emergency_trip_time_s,Emergency trip time (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-40.9,20.0,-99.80125,10.7,-0.09047619047619047,0.7228208997111943,1.0,False
S3,emergency_trip_time_s,Emergency trip time (s),agentic_governed,fixed,20,positive_favors_governed,-251.8,-308.0,-294.25125,-204.69875000000002,-1.0,1.9073486328125e-06,3.0517578125e-05,True
S3,emergency_trip_time_s,Emergency trip time (s),agentic_governed,local_maxwave,20,positive_favors_governed,1.7,0.0,-18.85,28.8,-0.11428571428571428,0.7063581381512472,1.0,False
S3,completed_trips,Completed trips,agentic_governed,agentic_unguarded,20,positive_favors_governed,1.45,1.0,0.6,2.35,0.7205882352941176,0.010389640206434916,0.124675682477219,False
S3,completed_trips,Completed trips,agentic_governed,cloud_maxpressure,20,positive_favors_governed,19.25,22.0,16.4,22.05,1.0,8.745059215649785e-05,0.0021720885156601547,True
S3,completed_trips,Completed trips,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,16.65,16.0,12.95,20.55,1.0,8.769942375590214e-05,0.0021720885156601547,True
S3,completed_trips,Completed trips,agentic_governed,fixed,20,positive_favors_governed,11.3,11.5,10.6,11.95,1.0,8.023219919057628e-05,0.0021662693781455593,True
S3,completed_trips,Completed trips,agentic_governed,local_maxwave,20,positive_favors_governed,-0.3,-0.5,-1.1,0.55,-0.24761904761904763,0.4079032329382002,1.0,False
S3,max_total_queue,Maximum total queue,agentic_governed,agentic_unguarded,20,positive_favors_governed,5.15,5.0,-1.9,12.9,0.29473684210526313,0.25964205610745283,1.0,False
S3,max_total_queue,Maximum total queue,agentic_governed,cloud_maxpressure,20,positive_favors_governed,26.7,23.0,21.05,32.9,1.0,8.720229793087962e-05,0.0021800574482719903,True
S3,max_total_queue,Maximum total queue,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,27.75,28.5,20.45,34.95,0.9619047619047619,0.00016221364142479078,0.003568700111345397,True
S3,max_total_queue,Maximum total queue,agentic_governed,fixed,20,positive_favors_governed,4.95,6.5,0.4,9.25,0.5490196078431373,0.046574130797324725,0.8383343543518451,False
S3,max_total_queue,Maximum total queue,agentic_governed,local_maxwave,20,positive_favors_governed,3.05,0.0,-1.5,7.95,0.3088235294117647,0.2763230835610814,1.0,False
S3,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,agentic_unguarded,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,cloud_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,coordinated_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,fixed,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,local_maxwave,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,wan_application_bytes,WAN application bytes/h,agentic_governed,agentic_unguarded,20,positive_favors_governed,2501.05,381.0,-2242.6525,7286.453749999999,0.44761904761904764,0.082550048828125,0.412750244140625,False
S3,wan_application_bytes,WAN application bytes/h,agentic_governed,cloud_maxpressure,20,positive_favors_governed,8365239.4,8358433.5,8360900.24,8369986.649999999,1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,wan_application_bytes,WAN application bytes/h,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-412770.0,-420199.5,-416923.075,-408101.77125,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,wan_application_bytes,WAN application bytes/h,agentic_governed,fixed,20,positive_favors_governed,-412770.0,-420199.5,-416935.2525,-408065.475,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,wan_application_bytes,WAN application bytes/h,agentic_governed,local_maxwave,20,positive_favors_governed,-412770.0,-420199.5,-416891.25,-408136.24875,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,peer_application_bytes,Peer application bytes/h,agentic_governed,agentic_unguarded,20,positive_favors_governed,-42.25,192.0,-493.55875,379.60249999999996,-0.009523809523809525,0.9854354858398438,1.0,False
S3,peer_application_bytes,Peer application bytes/h,agentic_governed,cloud_maxpressure,20,positive_favors_governed,-1855487.05,-1855208.0,-1855907.10125,-1855086.8975,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,peer_application_bytes,Peer application bytes/h,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-1855487.05,-1855208.0,-1855914.1575,-1855085.24625,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,peer_application_bytes,Peer application bytes/h,agentic_governed,fixed,20,positive_favors_governed,-1855487.05,-1855208.0,-1855906.35125,-1855080.8325,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,peer_application_bytes,Peer application bytes/h,agentic_governed,local_maxwave,20,positive_favors_governed,-1855487.05,-1855208.0,-1855896.755,-1855082.99875,-1.0,1.9073486328125e-06,5.14984130859375e-05,True
S3,proposed_unsafe_actions,Proposed policy violations,agentic_governed,agentic_unguarded,20,positive_favors_governed,7.7,7.5,4.9,10.75,0.9263157894736842,0.00039383186316271137,0.005119814221115248,True
S3,proposed_unsafe_actions,Proposed policy violations,agentic_governed,cloud_maxpressure,20,positive_favors_governed,-15.05,-15.0,-16.75,-13.4,-1.0,8.633748926134029e-05,0.00230135041870983,True
S3,proposed_unsafe_actions,Proposed policy violations,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,-15.05,-15.0,-16.7,-13.4,-1.0,8.633748926134029e-05,0.00230135041870983,True
S3,proposed_unsafe_actions,Proposed policy violations,agentic_governed,fixed,20,positive_favors_governed,-15.05,-15.0,-16.7,-13.4,-1.0,8.633748926134029e-05,0.00230135041870983,True
S3,proposed_unsafe_actions,Proposed policy violations,agentic_governed,local_maxwave,20,positive_favors_governed,-15.05,-15.0,-16.75,-13.4,-1.0,8.633748926134029e-05,0.00230135041870983,True
S3,executed_unsafe_actions,Executed policy violations,agentic_governed,agentic_unguarded,20,positive_favors_governed,22.75,21.5,20.5,25.15,1.0,8.683086254706037e-05,0.0023444332887706297,True
S3,executed_unsafe_actions,Executed policy violations,agentic_governed,cloud_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,executed_unsafe_actions,Executed policy violations,agentic_governed,coordinated_maxpressure,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,executed_unsafe_actions,Executed policy violations,agentic_governed,fixed,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,executed_unsafe_actions,Executed policy violations,agentic_governed,local_maxwave,20,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S3,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",agentic_governed,agentic_unguarded,20,positive_favors_governed,98.7690212173579,93.75,89.34709129076568,108.54880542062912,1.0,8.832385863081277e-05,0.0006173909142936117,True
S4,mean_time_loss_s,Mean time loss (s),agentic_governed,agentic_unguarded,10,positive_favors_governed,0.6689735826039985,1.0044812143646737,-2.5583715294560587,3.6838883709571983,0.23636363636363636,0.556640625,1.0,False
S4,mean_time_loss_s,Mean time loss (s),agentic_governed,cloud_maxpressure,10,positive_favors_governed,27.135193357803615,25.39901555882092,22.600100576628876,32.02913227649136,1.0,0.001953125,0.03515625,True
S4,mean_time_loss_s,Mean time loss (s),agentic_governed,coordinated_maxpressure,10,positive_favors_governed,21.00570803449056,22.729371084219718,15.038832136876188,25.027491756952912,0.9636363636363636,0.00390625,0.0546875,False
S4,mean_time_loss_s,Mean time loss (s),agentic_governed,fixed,10,positive_favors_governed,5.896561619533482,6.513157980834002,2.737396475159659,8.476306660942095,0.8545454545454545,0.013671875,0.177734375,False
S4,mean_time_loss_s,Mean time loss (s),agentic_governed,local_maxwave,10,positive_favors_governed,-0.0634251969105982,-0.555669313315736,-3.7344374512682266,3.509871931133434,-0.09090909090909091,0.845703125,1.0,False
S4,p95_time_loss_s,P95 time loss (s),agentic_governed,agentic_unguarded,10,positive_favors_governed,1.8569999999999993,-0.5499999999999972,-17.079,19.292374999999993,0.05454545454545454,0.921875,1.0,False
S4,p95_time_loss_s,P95 time loss (s),agentic_governed,cloud_maxpressure,10,positive_favors_governed,91.098,83.505,63.793350000000004,127.0162,1.0,0.001953125,0.037109375,True
S4,p95_time_loss_s,P95 time loss (s),agentic_governed,coordinated_maxpressure,10,positive_favors_governed,56.55400000000001,59.11,29.072925,76.81307499999998,0.9272727272727272,0.005859375,0.087890625,False
S4,p95_time_loss_s,P95 time loss (s),agentic_governed,fixed,10,positive_favors_governed,-22.488999999999997,-20.840000000000003,-36.86635,-10.969974999999994,-0.9636363636363636,0.00390625,0.0625,False
S4,p95_time_loss_s,P95 time loss (s),agentic_governed,local_maxwave,10,positive_favors_governed,9.409,7.10499999999999,-8.415999999999997,27.263199999999994,0.41818181818181815,0.275390625,1.0,False
S4,p95_trip_time_s,P95 trip time (s),agentic_governed,agentic_unguarded,10,positive_favors_governed,3.5,5.0,-21.2,25.3,0.3111111111111111,0.4375,1.0,False
S4,p95_trip_time_s,P95 trip time (s),agentic_governed,cloud_maxpressure,10,positive_favors_governed,85.2,80.5,51.097500000000004,124.90249999999997,0.9636363636363636,0.00390625,0.0625,False
S4,p95_trip_time_s,P95 trip time (s),agentic_governed,coordinated_maxpressure,10,positive_favors_governed,73.6,89.5,40.9,95.3,0.9636363636363636,0.00390625,0.0625,False
S4,p95_trip_time_s,P95 trip time (s),agentic_governed,fixed,10,positive_favors_governed,8.8,15.0,-13.902499999999998,24.3,0.6363636363636364,0.083984375,0.923828125,False
S4,p95_trip_time_s,P95 trip time (s),agentic_governed,local_maxwave,10,positive_favors_governed,0.6,0.5,-25.2,26.9,-0.05454545454545454,0.921875,1.0,False
S4,emergency_trip_time_s,Emergency trip time (s),agentic_governed,agentic_unguarded,10,positive_favors_governed,8.4,12.0,-84.4025,99.60249999999996,0.16363636363636364,0.677734375,1.0,False
S4,emergency_trip_time_s,Emergency trip time (s),agentic_governed,cloud_maxpressure,10,positive_favors_governed,81.4,59.5,20.4,157.2,0.7777777777777778,0.0390625,0.4296875,False
S4,emergency_trip_time_s,Emergency trip time (s),agentic_governed,coordinated_maxpressure,10,positive_favors_governed,-3.3,38.0,-56.6,43.90249999999996,0.01818181818181818,1.0,1.0,False
S4,emergency_trip_time_s,Emergency trip time (s),agentic_governed,fixed,10,positive_favors_governed,-264.9,-305.5,-313.4,-202.79750000000004,-1.0,0.001953125,0.025390625,True
S4,emergency_trip_time_s,Emergency trip time (s),agentic_governed,local_maxwave,10,positive_favors_governed,-11.6,1.5,-94.8,61.102499999999964,-0.06666666666666667,0.91015625,1.0,False
S4,completed_trips,Completed trips,agentic_governed,agentic_unguarded,10,positive_favors_governed,1.1,1.5,-0.6,2.9,0.3333333333333333,0.38671875,1.0,False
S4,completed_trips,Completed trips,agentic_governed,cloud_maxpressure,10,positive_favors_governed,19.7,20.5,16.3,23.0,1.0,0.001953125,0.03515625,True
S4,completed_trips,Completed trips,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,12.3,10.5,8.9,16.1,1.0,0.001953125,0.03515625,True
S4,completed_trips,Completed trips,agentic_governed,fixed,10,positive_favors_governed,11.5,11.0,9.9,13.2,1.0,0.001953125,0.03515625,True
S4,completed_trips,Completed trips,agentic_governed,local_maxwave,10,positive_favors_governed,-0.4,-0.5,-1.3,0.8,-0.42857142857142855,0.4375,1.0,False
S4,max_total_queue,Maximum total queue,agentic_governed,agentic_unguarded,10,positive_favors_governed,-0.4,7.0,-12.902499999999998,10.6,0.07272727272727272,0.865234375,1.0,False
S4,max_total_queue,Maximum total queue,agentic_governed,cloud_maxpressure,10,positive_favors_governed,23.6,20.0,8.2,39.3,0.7818181818181819,0.02734375,0.51953125,False
S4,max_total_queue,Maximum total queue,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,14.2,12.5,-6.0,30.7,0.6,0.1015625,1.0,False
S4,max_total_queue,Maximum total queue,agentic_governed,fixed,10,positive_favors_governed,5.2,5.0,-6.1,16.2,0.2909090909090909,0.443359375,1.0,False
S4,max_total_queue,Maximum total queue,agentic_governed,local_maxwave,10,positive_favors_governed,-2.2,-5.0,-17.6,13.402499999999964,-0.16363636363636364,0.673828125,1.0,False
S4,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,agentic_unguarded,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,cloud_maxpressure,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,coordinated_maxpressure,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,fixed,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,max_spillback_duration_s,Maximum spillback duration (s),agentic_governed,local_maxwave,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,wan_application_bytes,WAN application bytes/h,agentic_governed,agentic_unguarded,10,positive_favors_governed,-3973.7,-140.5,-10623.0725,2484.3075,-0.41818181818181815,0.275390625,0.826171875,False
S4,wan_application_bytes,WAN application bytes/h,agentic_governed,cloud_maxpressure,10,positive_favors_governed,8338242.6,8337193.0,8332439.75,8344128.0525,1.0,0.001953125,0.025390625,True
S4,wan_application_bytes,WAN application bytes/h,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,-439582.6,-440715.5,-445091.91000000003,-434001.7,-1.0,0.001953125,0.025390625,True
S4,wan_application_bytes,WAN application bytes/h,agentic_governed,fixed,10,positive_favors_governed,-439582.6,-440715.5,-445085.2175,-434028.27499999997,-1.0,0.001953125,0.025390625,True
S4,wan_application_bytes,WAN application bytes/h,agentic_governed,local_maxwave,10,positive_favors_governed,-439582.6,-440715.5,-445078.7025,-433986.78500000003,-1.0,0.001953125,0.025390625,True
S4,peer_application_bytes,Peer application bytes/h,agentic_governed,agentic_unguarded,10,positive_favors_governed,-332.8,-484.5,-881.31,230.93749999999946,-0.34545454545454546,0.375,1.0,False
S4,peer_application_bytes,Peer application bytes/h,agentic_governed,cloud_maxpressure,10,positive_favors_governed,-1855501.0,-1855223.0,-1855902.7,-1855143.2950000002,-1.0,0.001953125,0.025390625,True
S4,peer_application_bytes,Peer application bytes/h,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,-1855501.0,-1855223.0,-1855918.5025,-1855133.3,-1.0,0.001953125,0.025390625,True
S4,peer_application_bytes,Peer application bytes/h,agentic_governed,fixed,10,positive_favors_governed,-1855501.0,-1855223.0,-1855910.9,-1855145.4575,-1.0,0.001953125,0.025390625,True
S4,peer_application_bytes,Peer application bytes/h,agentic_governed,local_maxwave,10,positive_favors_governed,-1855501.0,-1855223.0,-1855908.81,-1855133.5950000002,-1.0,0.001953125,0.025390625,True
S4,proposed_unsafe_actions,Proposed policy violations,agentic_governed,agentic_unguarded,10,positive_favors_governed,8.3,7.0,5.3,11.6,1.0,0.001953125,0.021484375,True
S4,proposed_unsafe_actions,Proposed policy violations,agentic_governed,cloud_maxpressure,10,positive_favors_governed,-13.9,-14.0,-15.5,-12.2,-1.0,0.001953125,0.021484375,True
S4,proposed_unsafe_actions,Proposed policy violations,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,-13.9,-14.0,-15.4,-12.3,-1.0,0.001953125,0.021484375,True
S4,proposed_unsafe_actions,Proposed policy violations,agentic_governed,fixed,10,positive_favors_governed,-13.9,-14.0,-15.5,-12.3,-1.0,0.001953125,0.021484375,True
S4,proposed_unsafe_actions,Proposed policy violations,agentic_governed,local_maxwave,10,positive_favors_governed,-13.9,-14.0,-15.5,-12.3,-1.0,0.001953125,0.021484375,True
S4,executed_unsafe_actions,Executed policy violations,agentic_governed,agentic_unguarded,10,positive_favors_governed,22.2,22.5,19.6,24.7,1.0,0.001953125,0.046875,True
S4,executed_unsafe_actions,Executed policy violations,agentic_governed,cloud_maxpressure,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,executed_unsafe_actions,Executed policy violations,agentic_governed,coordinated_maxpressure,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,executed_unsafe_actions,Executed policy violations,agentic_governed,fixed,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,executed_unsafe_actions,Executed policy violations,agentic_governed,local_maxwave,10,positive_favors_governed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False
S4,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",agentic_governed,agentic_unguarded,10,positive_favors_governed,91.03770720740967,90.35244922341695,81.70919446159078,100.51114139956995,1.0,0.001953125,0.0078125,True
