agent_control_opportunities,agent_decision_opportunities,agent_network_emulation_application_bytes,agent_network_emulation_dropped,agent_network_emulation_messages,agent_network_emulation_modeled_transport_bytes,api_calls,api_cost_usd,api_failures,api_invalid_responses,api_latency_p50_s,api_latency_p95_s,api_latency_p99_s,api_mode,api_model,api_outage_recovery_s,api_request_application_bytes,api_response_application_bytes,api_serialized_transport_bytes_estimated,approach_wait_fairness_jain,approach_wait_lane_count,audit_log_bytes,blocked_unsafe_actions,cloud_wan_application_bytes,cloud_wan_dropped,cloud_wan_messages,cloud_wan_modeled_transport_bytes,collisions,completed_trips,controller,emergency_braking,emergency_injected,emergency_stops,emergency_trip_time_s,executed_signal_changes,executed_unsafe_actions,fallback_events,fallback_rate,false_blocks,incident_completed,inserted_vehicles,intent_age_p50_s,intent_age_p95_s,intent_age_p99_s,loaded_vehicles,local_fallback_control_rate,local_fallback_control_steps,local_process_cpu_s,local_process_rss_bytes,max_drac_mps2,max_spillback_duration_s,max_total_queue,maximum_approach_wait_s,mean_time_loss_s,measurement_interval_s,min_pet_s,min_ttc_s,network_application_bytes,network_dropped,network_messages,network_modeled_transport_bytes,network_profile,p95_time_loss_s,p95_trip_time_s,peer_network_application_bytes,peer_network_dropped,peer_network_messages,peer_network_modeled_transport_bytes,policy_check_p50_ms,policy_check_p95_ms,policy_check_p99_ms,policy_fallback_events,policy_rule_counts_minimum_green_not_met,post_5min_completed_trips,post_5min_mean_time_loss_s,post_5min_p95_time_loss_s,post_5min_p95_trip_time_s,proposed_unsafe_actions,run_id,running_vehicles_at_end,scenario,seed,ssm_conflicts,ssm_measurement_enabled,ssm_probability,ssm_unavailable_values,stale_fallback_events,stale_intents,started_utc,sumo_version,teleports,teleports_jam,teleports_wrong_lane,teleports_yield,total_policy_decisions,trips_recorded,trust_attack_opportunities,trust_attack_success_rate,trust_attack_successes,unavailable_fallback_events,unfinished_trips,unsafe_actions_per_1000_decisions,waiting_vehicles_at_end,wall_clock_s,wan_application_bytes,peer_application_bytes,communication_footprint_bytes,policy_rule_counts_maximum_approach_wait_risk
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.40386736923572586,38,460821,0,0,0,0,0,0,2816,coordinated_maxpressure,0,False,0,,354,0,0,,0,True,2856,,,,2856,,0,5.900000000000006,191803392,,0,27.0,106.0,26.54872869318182,5,,,0,0,0,0,N1,93.61,139.0,0,0,0,0,,,,0,,2509,25.420374651255482,87.55,139.0,0,F1_C3_coordinated_maxpressure_4208,40,F1_C3,4208,,False,0.0,,0,0,2026-08-31T18:49:43.040286+00:00,1.27.1,0,0,0,0,0,2856,0,,0,0,40,,0,11.35673381000015,0,0,460821,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.38375395809757873,38,417044,0,0,0,0,0,0,2817,local_maxwave,0,False,0,,668,0,0,,0,True,2855,,,,2856,,0,4.589999999999996,188801024,,0,26.0,32.0,30.040376286829957,5,,,0,0,0,0,N1,107.61,152.0,0,0,0,0,,,,0,,2513,29.55200557103064,104.4,152.0,0,F1_C3_local_maxwave_4208,38,F1_C3,4208,,False,0.0,,0,0,2026-08-31T18:45:58.222043+00:00,1.27.1,0,0,0,0,0,2855,0,,0,0,38,,1,9.219022444001894,0,0,417044,
2160,93,102770,0,62,111016,31,0.0152571,0,0,1.698536341998988,2.264981083000748,2.5395997619998525,live,gpt-5.4-nano-2026-03-17,,194665,18559,223678,0.3752883252491422,38,664087,8,0,0,0,0,0,2811,agentic_governed,1,False,1,,645,0,15,0.16129032258064516,0,True,2855,5.0,5.0,5.0,2856,0.7449074074074075,1609,6.990000000000002,188936192,,0,25.0,38.0,29.56639274279616,5,,,0,0,0,0,N1,104.57,149.0,549290,3,2880,896876,0.006180998752824962,0.015201003407128155,0.022518001060234383,15,8.0,2508,29.284294258373205,102.81,150.0,8,F1_C3_agentic_governed_4209,44,F1_C3,4209,,False,0.0,,0,0,2026-08-31T18:45:40.063119+00:00,1.27.1,0,0,0,0,93,2855,0,,0,0,44,0.0,1,65.03351246400052,213224,549290,1426601,
2160,93,76843,0,62,85041,31,0.01357045,0,0,1.9711006880024797,3.702693627001281,4.1554570510015765,live,gpt-5.4-nano-2026-03-17,,166490,18327,194551,0.3702341219423017,38,628555,1,0,0,0,0,0,2815,agentic_governed_no_peer,1,False,1,,662,0,7,0.07526881720430108,0,True,2856,5.0,5.0,5.0,2856,0.7421296296296296,1603,7.170000000000002,190083072,,0,26.0,35.0,29.346905861456484,5,,,0,0,0,0,N1,105.26,149.0,0,0,0,0,0.005760000931331888,0.01616100053070113,0.0207090015464928,7,1.0,2512,29.02718152866242,103.1,150.0,1,F1_C3_agentic_governed_no_peer_4209,41,F1_C3,4209,,False,0.0,,0,0,2026-08-31T18:48:06.945538+00:00,1.27.1,0,0,0,0,93,2856,0,,0,0,41,0.0,0,76.09140355999989,184817,0,813372,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.41677172699844395,38,460790,0,0,0,0,0,0,2816,coordinated_maxpressure,0,False,0,,340,0,0,,0,True,2856,,,,2856,,0,5.8700000000000045,191619072,,0,26.0,70.0,24.22061434659091,5,,,0,0,0,0,N1,83.64,133.0,0,0,0,0,,,,0,,2510,24.421131474103582,83.5,134.0,0,F1_C3_coordinated_maxpressure_4209,40,F1_C3,4209,,False,0.0,,0,0,2026-08-31T18:49:23.601064+00:00,1.27.1,0,0,0,0,0,2856,0,,0,0,40,,0,11.248505019997538,0,0,460790,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.3702341219423017,38,417106,0,0,0,0,0,0,2815,local_maxwave,1,False,1,,662,0,0,,0,True,2856,,,,2856,,0,5.840000000000003,190083072,,0,26.0,35.0,29.346905861456484,5,,,0,0,0,0,N1,105.26,149.0,0,0,0,0,,,,0,,2512,29.02718152866242,103.1,150.0,0,F1_C3_local_maxwave_4209,41,F1_C3,4209,,False,0.0,,0,0,2026-08-31T18:49:45.181252+00:00,1.27.1,0,0,0,0,0,2856,0,,0,0,41,,0,11.323223309998866,0,0,417106,
2160,93,102249,1,61,107452,30,0.01477155,1,0,1.7966836809973756,2.3988148310018005,2.6985013329976937,live,gpt-5.4-nano-2026-03-17,,188375,17981,216472,0.39895710176810184,38,655452,6,0,0,0,0,0,2816,agentic_governed,2,False,1,,667,0,22,0.23655913978494625,0,True,2856,5.0,5.0,5.0,2856,0.7930555555555555,1713,7.579999999999998,190865408,,0,27.0,45.0,29.58295809659091,5,,,0,0,0,0,N1,105.53,149.0,548964,4,2880,896195,0.006147998647065833,0.015044002793729305,0.0242629976128228,19,6.0,2513,29.393617190608836,102.65,149.0,6,F1_C3_agentic_governed_4210,40,F1_C3,4210,,False,0.0,,0,0,2026-08-31T18:47:24.521477+00:00,1.27.1,0,0,0,0,90,2856,0,,0,3,40,0.0,0,67.22095515899855,206356,548964,1410772,
2160,93,76236,1,61,82231,30,0.0131148,1,0,1.7538484150027216,2.8903655450012593,3.0166314830021292,live,gpt-5.4-nano-2026-03-17,,161080,17703,188203,0.38583636489146617,38,623474,0,0,0,0,0,0,2816,agentic_governed_no_peer,2,False,2,,665,0,5,0.053763440860215055,0,True,2856,5.0,5.0,5.0,2856,0.7087962962962963,1531,6.969999999999999,187752448,,0,26.0,34.0,29.54087002840909,5,,,0,0,0,0,N1,102.49,148.0,0,0,0,0,0.005665999196935445,0.0154330009536352,0.016517999029019848,2,,2513,29.353473935535217,100.62,148.0,0,F1_C3_agentic_governed_no_peer_4210,40,F1_C3,4210,,False,0.0,,0,0,2026-08-31T18:45:47.075750+00:00,1.27.1,0,0,0,0,90,2856,0,,0,3,40,0.0,0,65.73493877600049,178783,0,802257,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.44999315763579084,38,460816,0,0,0,0,0,0,2820,coordinated_maxpressure,1,False,1,,356,0,0,,0,True,2856,,,,2856,,0,5.840000000000003,190083072,,0,23.0,94.0,24.754652482269503,5,,,0,0,0,0,N1,81.56,134.0,0,0,0,0,,,,0,,2513,24.6475089534421,80.47,134.0,0,F1_C3_coordinated_maxpressure_4210,36,F1_C3,4210,,False,0.0,,0,0,2026-08-31T18:49:23.064941+00:00,1.27.1,0,0,0,0,0,2856,0,,0,0,36,,0,11.256205757999851,0,0,460816,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.38583636489146617,38,417068,0,0,0,0,0,0,2816,local_maxwave,2,False,2,,665,0,0,,0,True,2856,,,,2856,,0,4.490000000000002,190648320,,0,26.0,34.0,29.54087002840909,5,,,0,0,0,0,N1,102.49,148.0,0,0,0,0,,,,0,,2513,29.353473935535217,100.62,148.0,0,F1_C3_local_maxwave_4210,40,F1_C3,4210,,False,0.0,,0,0,2026-08-31T18:49:16.228591+00:00,1.27.1,0,0,0,0,0,2856,0,,0,0,40,,0,9.026416541000799,0,0,417068,
5760,248,280715,0,61,292440,30,0.03277649,1,1,3.2243329549964983,5.023511180999776,5.218851593999716,live,gpt-5.4-nano-2026-03-17,,361274,47476,422852,0.17061717110361507,66,1722433,25,0,0,0,0,0,2634,agentic_governed,0,False,0,,1053,0,59,0.23790322580645162,0,True,2689,5.0,10.0,10.0,2690,0.7098958333333333,4089,13.509999999999991,189673472,,0,177.0,777.0,86.38769172361428,5,,,0,0,0,0,N1,259.87,339.0,1861456,6,10080,3079207,0.004722998710349202,0.01410699769621715,0.025957997422665358,51,14.0,2450,89.71293469387756,271.87,348.0,25,F1_C8_agentic_governed_4101,55,F1_C8,4101,,False,0.0,,0,0,2026-08-31T18:35:07.481259+00:00,1.27.1,0,0,0,0,240,2689,0,,0,8,55,0.0,1,125.33329518000028,408750,1861456,3992639,13.0
5760,248,195688,0,62,206070,31,0.02753515,0,0,3.1319624220013793,4.482832147001318,5.477687504000642,live,gpt-5.4-nano-2026-03-17,,266841,46691,326146,0.1301445061798019,66,1608258,3,0,0,0,0,0,2640,agentic_governed_no_peer,2,False,2,,1101,0,6,0.024193548387096774,0,True,2689,5.0,5.0,10.0,2690,0.5854166666666667,3372,12.760000000000002,193937408,,0,102.0,721.0,71.17638257575759,5,,,0,0,0,0,N1,200.45,278.0,0,0,0,0,0.003914999979315326,0.014607001503463835,0.0183810007001739,6,3.0,2456,73.2639128664495,202.05,278.0,3,F1_C8_agentic_governed_no_peer_4101,49,F1_C8,4101,,False,0.0,,0,0,2026-08-31T18:34:52.074567+00:00,1.27.1,0,0,0,0,248,2689,0,,0,0,49,0.0,1,121.42425914799969,313532,0,1921790,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.2478088874349124,66,1198187,0,0,0,0,0,0,2438,coordinated_maxpressure,1,False,1,,683,0,0,,0,True,2660,,,,2690,,0,13.060000000000002,186187776,,0,290.0,805.0,183.23959392945036,5,,,0,0,0,0,N1,774.24,886.0,0,0,0,0,,,,0,,2254,193.91230257320316,810.96,912.0,0,F1_C8_coordinated_maxpressure_4101,222,F1_C8,4101,,False,0.0,,0,0,2026-08-31T18:32:43.128523+00:00,1.27.1,0,0,0,0,0,2660,0,,0,0,222,,30,23.88596925999809,0,0,1198187,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.12860333903843316,66,1083784,0,0,0,0,0,0,2646,local_maxwave,2,False,2,,1099,0,0,,0,True,2689,,,,2690,,0,10.670000000000002,194179072,,0,102.0,721.0,70.72822751322752,5,,,0,0,0,0,N1,200.33,277.0,0,0,0,0,,,,0,,2462,72.7771770917953,202.01,278.0,0,F1_C8_local_maxwave_4101,43,F1_C8,4101,,False,0.0,,0,0,2026-08-31T18:35:37.102930+00:00,1.27.1,0,0,0,0,0,2689,0,,0,0,43,,1,19.640668446001655,0,0,1083784,
5760,248,282185,0,62,294055,31,0.03290109,0,0,3.1004946319990268,4.040567620999354,4.4902156370008015,live,gpt-5.4-nano-2026-03-17,,360890,47801,422793,0.16551892026196324,66,1731811,21,0,0,0,0,0,2630,agentic_governed,1,False,1,,1032,0,76,0.3064516129032258,0,True,2698,5.0,5.0,5.0,2698,0.7208333333333333,4152,11.179999999999978,194101248,,0,132.0,669.0,75.0151596958175,5,,,0,0,0,0,N1,221.24,298.0,1860203,17,10080,3074730,0.003970002580899745,0.012169999536126852,0.017867998394649476,76,13.0,2437,77.87223635617563,225.17,300.0,21,F1_C8_agentic_governed_4102,68,F1_C8,4102,,False,0.0,,0,0,2026-08-31T18:42:20.821237+00:00,1.27.1,0,0,0,0,248,2698,0,,0,0,68,0.0,0,115.02762160299972,408691,1860203,4000705,9.0
5760,248,195613,0,62,205995,31,0.02754085,0,0,3.214726925998548,3.9541080400013016,7.916691788999742,live,gpt-5.4-nano-2026-03-17,,266787,46670,326071,0.14379891032119324,66,1603007,8,0,0,0,0,0,2650,agentic_governed_no_peer,1,False,1,,1076,0,21,0.0846774193548387,0,True,2698,5.0,5.0,10.0,2698,0.6616319444444444,3811,12.790000000000001,186155008,,0,148.0,745.0,74.20978867924528,5,,,0,0,0,0,N1,228.69,294.0,0,0,0,0,0.003965000360039994,0.013288998161442578,0.01733899989631027,21,7.0,2457,77.04906796906796,232.65,299.0,8,F1_C8_agentic_governed_no_peer_4102,48,F1_C8,4102,,False,0.0,,0,0,2026-08-31T18:30:40.211585+00:00,1.27.1,0,0,0,0,248,2698,0,,0,0,48,0.0,0,122.90529634400082,313457,0,1916464,2.0
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.2963718103619977,66,1197566,0,0,0,0,0,0,2615,coordinated_maxpressure,1,False,1,,733,0,0,,0,True,2698,,,,2698,,0,13.0,193949696,,0,186.0,455.0,106.45181261950286,5,,,0,0,0,0,N1,301.53,415.0,0,0,0,0,,,,0,,2422,111.3712799339389,304.74,419.0,0,F1_C8_coordinated_maxpressure_4102,83,F1_C8,4102,,False,0.0,,0,0,2026-08-31T18:39:36.909023+00:00,1.27.1,0,0,0,0,0,2698,0,,0,0,83,,0,23.42330405300163,0,0,1197566,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.12063002296633854,66,1083885,0,0,0,0,0,0,2647,local_maxwave,1,False,1,,1071,0,0,,0,True,2698,,,,2698,,0,11.830000000000013,194621440,,0,99.0,754.0,68.47991688704194,5,,,0,0,0,0,N1,197.63,273.0,0,0,0,0,,,,0,,2454,70.87202933985331,198.44,273.0,0,F1_C8_local_maxwave_4102,51,F1_C8,4102,,False,0.0,,0,0,2026-08-31T18:40:17.077493+00:00,1.27.1,0,0,0,0,0,2698,0,,0,0,51,,0,21.490837177003414,0,0,1083885,
5760,248,277559,0,59,288994,28,0.03273549,3,3,3.216099971999938,4.295060004998959,4.508721141999558,live,gpt-5.4-nano-2026-03-17,,361242,47367,422711,0.11044978331058986,66,1699131,26,0,0,0,0,0,2387,agentic_governed,2,False,2,,953,0,82,0.33064516129032256,0,True,2545,5.0,5.0,5.0,2634,0.7126736111111112,4105,13.419999999999995,190758912,,0,129.0,1520.0,71.90556346878928,5,,,0,0,0,0,N1,199.12,281.0,1859946,9,10080,3076823,0.0048199981392826885,0.013589000445790589,0.01747799979057163,58,10.0,2202,75.42683469573116,202.96,290.0,26,F1_C8_agentic_governed_4103,158,F1_C8,4103,,False,0.0,,0,0,2026-08-31T18:35:16.606130+00:00,1.27.1,0,0,0,0,224,2545,0,,0,24,158,0.0,89,122.4633845449971,408609,1859946,3967686,18.0
5760,248,195789,0,62,206171,31,0.0275466,0,0,3.1287888010010647,3.797445003998291,4.386599487999774,live,gpt-5.4-nano-2026-03-17,,266947,46686,326247,0.11121219742005216,66,1607939,7,0,0,0,0,0,2379,agentic_governed_no_peer,1,False,1,,946,0,12,0.04838709677419355,0,True,2537,5.0,5.0,5.0,2634,0.5786458333333333,3333,13.800000000000004,187006976,,0,127.0,1576.0,74.1049684741488,5,,,0,0,0,0,N1,234.74,292.0,0,0,0,0,0.00417899718740955,0.015678000636398792,0.018716000340646133,12,5.0,2194,77.82453509571559,237.94,297.0,7,F1_C8_agentic_governed_no_peer_4103,158,F1_C8,4103,,False,0.0,,0,0,2026-08-31T18:33:07.028824+00:00,1.27.1,0,0,0,0,248,2537,0,,0,0,158,0.0,97,120.43901679199917,313633,0,1921572,2.0
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.21329650344186732,66,1197890,0,0,0,0,0,0,2495,coordinated_maxpressure,0,False,0,,720,0,0,,0,True,2634,,,,2634,,0,13.870000000000001,76161024,,0,220.0,788.0,153.12240480961924,5,,,0,0,0,0,N1,595.13,721.0,0,0,0,0,,,,0,,2310,161.17117316017317,601.62,731.0,0,F1_C8_coordinated_maxpressure_4103,139,F1_C8,4103,,False,0.0,,0,0,2026-08-31T18:30:39.995949+00:00,1.27.1,0,0,0,0,0,2634,0,,0,0,139,,0,25.032357383002818,0,0,1197890,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.11438048844963404,66,1086927,0,0,0,0,0,0,2386,local_maxwave,2,False,2,,939,0,0,,0,True,2534,,,,2634,,0,9.289999999999992,193957888,,0,142.0,1624.0,70.12487845766975,5,,,0,0,0,0,N1,200.22,275.0,0,0,0,0,,,,0,,2201,73.49807814629713,203.95,283.0,0,F1_C8_local_maxwave_4103,148,F1_C8,4103,,False,0.0,,0,0,2026-08-31T18:42:03.553802+00:00,1.27.1,0,0,0,0,0,2534,0,,0,0,148,,100,17.252619830000185,0,0,1086927,
5760,248,280571,0,61,292296,30,0.03275629,1,1,3.20990719099791,5.07011230200078,5.120282332998613,live,gpt-5.4-nano-2026-03-17,,361223,47350,422675,0.149137205857401,66,1722736,24,0,0,0,0,0,2577,agentic_governed,4,False,3,,1064,0,60,0.24193548387096775,0,True,2633,5.0,10.0,10.0,2633,0.6970486111111112,4015,12.810000000000002,192737280,,0,115.0,714.0,75.18473806752037,5,,,0,0,0,0,N1,224.87,292.0,1861068,7,10080,3078573,0.004818000888917595,0.013462002243613824,0.017320002370979637,52,18.0,2399,78.28703626511046,228.79,296.0,24,F1_C8_agentic_governed_4104,56,F1_C8,4104,,False,0.0,,0,0,2026-08-31T18:33:32.482541+00:00,1.27.1,0,0,0,0,240,2633,0,,0,8,56,0.0,0,124.56034638299752,408573,1861068,3992377,7.0
5760,248,195810,0,62,206192,31,0.02752785,0,0,3.2914292119967286,4.685434320999775,4.84478129800118,live,gpt-5.4-nano-2026-03-17,,266974,46680,326268,0.1137494947513562,66,1606943,3,0,0,0,0,0,2392,agentic_governed_no_peer,3,False,3,,917,0,6,0.024193548387096774,0,True,2541,5.0,5.0,5.0,2633,0.5951388888888889,3428,13.319999999999999,186413056,,0,125.0,1563.0,74.34040551839465,5,,,0,0,0,0,N1,211.1,299.0,0,0,0,0,0.00407699917559512,0.014925000868970528,0.018823000573320314,6,1.0,2214,77.63404697380307,218.57,309.0,3,F1_C8_agentic_governed_no_peer_4104,149,F1_C8,4104,,False,0.0,,0,0,2026-08-31T18:31:05.272314+00:00,1.27.1,0,0,0,0,248,2541,0,,0,0,149,0.0,92,125.3403178999979,313654,0,1920597,2.0
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.2720789667034931,66,1197970,0,0,0,0,0,0,2470,coordinated_maxpressure,0,False,0,,721,0,0,,0,True,2633,,,,2633,,0,15.75,195063808,,0,302.0,709.0,170.78475303643722,5,,,0,0,0,0,N1,737.5,820.0,0,0,0,0,,,,0,,2292,180.19492582897033,762.94,873.0,0,F1_C8_coordinated_maxpressure_4104,163,F1_C8,4104,,False,0.0,,0,0,2026-08-31T18:39:49.220158+00:00,1.27.1,0,0,0,0,0,2633,0,,0,0,163,,0,27.981873123000696,0,0,1197970,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.11293928909211254,66,1086917,0,0,0,0,0,0,2388,local_maxwave,3,False,2,,950,0,0,,0,True,2546,,,,2633,,0,9.920000000000016,194625536,,0,136.0,1513.0,80.02916666666667,5,,,0,0,0,0,N1,249.92,329.0,0,0,0,0,,,,0,,2210,83.7869592760181,258.22,332.0,0,F1_C8_local_maxwave_4104,158,F1_C8,4104,,False,0.0,,0,0,2026-08-31T18:41:05.149791+00:00,1.27.1,0,0,0,0,0,2546,0,,0,0,158,,87,18.36460613700183,0,0,1086917,
5760,248,282179,0,62,294049,31,0.03311005,0,0,3.1713082210007997,5.28366245199868,5.438055778002308,live,gpt-5.4-nano-2026-03-17,,361196,47507,422805,0.18015192978296685,66,1731769,19,0,0,0,0,0,2604,agentic_governed,0,False,0,,1049,0,47,0.18951612903225806,0,True,2647,5.0,10.0,10.0,2647,0.7215277777777778,4156,13.27,188305408,,0,145.0,635.0,79.78067588325654,5,,,0,0,0,0,N1,235.8,321.0,1861360,11,10080,3077645,0.004794997948920354,0.012762000551447272,0.01518800127087161,47,13.0,2415,83.51867080745342,239.36,327.0,19,F1_C8_agentic_governed_4105,43,F1_C8,4105,,False,0.0,,0,0,2026-08-31T18:30:40.180439+00:00,1.27.1,0,0,0,0,248,2647,0,,0,0,43,0.0,0,126.89502503300173,408703,1861360,4001832,6.0
5760,248,195530,0,62,205912,31,0.0275396,0,0,3.1839282149994688,3.6077160729983007,4.839753847998509,live,gpt-5.4-nano-2026-03-17,,266781,46593,325988,0.14066789296511129,66,1607076,3,0,0,0,0,0,2605,agentic_governed_no_peer,0,False,0,,1072,0,8,0.03225806451612903,0,True,2647,5.0,5.0,5.0,2647,0.5967013888888889,3437,13.290000000000006,192995328,,0,107.0,757.0,69.82837236084453,5,,,0,0,0,0,N1,207.68,279.0,0,0,0,0,0.004228000761941075,0.013655000657308847,0.01707699993858114,8,3.0,2416,72.80306705298013,213.54,284.0,3,F1_C8_agentic_governed_no_peer_4105,42,F1_C8,4105,,False,0.0,,0,0,2026-08-31T18:38:03.068885+00:00,1.27.1,0,0,0,0,248,2647,0,,0,0,42,0.0,0,119.15376821300015,313374,0,1920450,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.2335883634863313,66,1198370,0,0,0,0,0,0,2394,coordinated_maxpressure,1,False,1,,702,0,0,,0,True,2642,,,,2647,,0,14.690000000000012,194625536,,0,312.0,846.0,201.3150208855472,5,,,0,0,0,0,N1,863.17,971.0,0,0,0,0,,,,0,,2205,215.24874376417233,877.24,986.0,0,F1_C8_coordinated_maxpressure_4105,248,F1_C8,4105,,False,0.0,,0,0,2026-08-31T18:40:38.589207+00:00,1.27.1,0,0,0,0,0,2642,0,,0,0,248,,5,26.54223094700137,0,0,1198370,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.13829574109924803,66,1083863,0,0,0,0,0,0,2603,local_maxwave,0,False,0,,1084,0,0,,0,True,2647,,,,2647,,0,9.610000000000001,76333056,,0,107.0,757.0,69.85884748367269,5,,,0,0,0,0,N1,207.68,279.0,0,0,0,0,,,,0,,2414,72.83839270919636,213.54,284.0,0,F1_C8_local_maxwave_4105,44,F1_C8,4105,,False,0.0,,0,0,2026-08-31T18:31:00.724737+00:00,1.27.1,0,0,0,0,0,2647,0,,0,0,44,,0,17.70359862300029,0,0,1083863,
5760,248,278929,1,60,288835,29,0.03273869,3,2,3.1432146209990606,4.644377833003091,4.834227106999606,live,gpt-5.4-nano-2026-03-17,,361157,47296,422555,0.14505259635539813,66,1702670,18,0,0,0,0,0,2611,agentic_governed,1,False,1,,1058,0,65,0.2620967741935484,0,True,2657,5.0,5.0,5.0,2657,0.6920138888888889,3986,12.819999999999993,195076096,,0,156.0,737.0,80.42515511298353,5,,,0,0,0,0,N1,227.34,310.0,1860311,17,10080,3074817,0.0045289998524822295,0.01207599780173041,0.017539001419208944,41,15.0,2421,84.1734655101198,232.77,317.0,18,F1_C8_agentic_governed_4106,46,F1_C8,4106,,False,0.0,,0,0,2026-08-31T18:40:38.574156+00:00,1.27.1,0,0,0,0,224,2657,0,,0,24,46,0.0,0,120.17052004500147,408453,1860311,3971434,5.0
5760,248,195813,1,62,204538,31,0.0275996,1,0,3.1997035140011576,4.342537161999644,4.72737105899796,live,gpt-5.4-nano-2026-03-17,,266882,46775,326271,0.14312332489611837,66,1594934,0,0,0,0,0,0,2606,agentic_governed_no_peer,3,False,2,,1047,0,39,0.15725806451612903,0,True,2657,5.0,5.0,5.0,2657,0.6873263888888889,3959,13.61999999999999,193953792,,0,143.0,756.0,76.07720260936301,5,,,0,0,0,0,N1,235.94,287.0,0,0,0,0,0.004304998583393171,0.015699999494245276,0.018104998162016273,31,,2416,79.4913369205298,239.68,291.0,0,F1_C8_agentic_governed_no_peer_4106,51,F1_C8,4106,,False,0.0,,0,0,2026-08-31T18:40:00.353754+00:00,1.27.1,0,0,0,0,240,2657,0,,0,8,51,0.0,0,123.19103480699778,313657,0,1908591,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.23629890750456828,66,1198399,0,0,0,0,0,0,2444,coordinated_maxpressure,0,False,0,,709,0,0,,0,True,2645,,,,2657,,0,14.33999999999999,193052672,,0,289.0,780.0,204.1839975450082,5,,,0,0,0,0,N1,748.78,865.0,0,0,0,0,,,,0,,2254,216.11019964507543,758.03,874.0,0,F1_C8_coordinated_maxpressure_4106,201,F1_C8,4106,,False,0.0,,0,0,2026-08-31T18:37:12.877224+00:00,1.27.1,0,0,0,0,0,2645,0,,0,0,201,,12,26.33416065200072,0,0,1198399,
0,0,0,0,0,0,0,0.0,0,0,,,,none,,,0,0,0,0.14316855583604615,66,1084188,0,0,0,0,0,0,2607,local_maxwave,3,False,2,,1051,0,0,,0,True,2657,,,,2657,,0,11.44,76279808,,0,143.0,756.0,76.05390487149981,5,,,0,0,0,0,N1,235.94,287.0,0,0,0,0,,,,0,,2417,79.46479520066198,239.68,291.0,0,F1_C8_local_maxwave_4106,50,F1_C8,4106,,False,0.0,,0,0,2026-08-31T18:30:39.945330+00:00,1.27.1,0,0,0,0,0,2657,0,,0,0,50,,0,20.760434916999657,0,0,1084188,
5760,248,280965,0,61,292690,30,0.03280444,1,1,3.2579002989987202,5.133249361999333,8.973343579997163,live,gpt-5.4-nano-2026-03-17,,361137,47875,423114,0.32117537016469894,66,1720366,20,0,0,0,0,0,2642,agentic_governed,0,False,0,,1072,0,56,0.22580645161290322,0,True,2700,5.0,10.0,10.0,2700,0.7487847222222223,4313,14.179999999999993,193564672,,0,127.0,256.0,64.02452687358061,5,,,0,0,0,0,N1,211.62,282.0,1860933,10,10080,3077535,0.004985999112250283,0.014058001397643238,0.030891002097632736,48,19.0,2442,66.64334561834562,217.28,285.0,20,F1_C8_agentic_governed_4107,58,F1_C8,4107,,False,0.0,,0,0,2026-08-31T18:37:39.229573+00:00,1.27.1,0,0,0,0,240,2700,0,,0,8,58,0.0,0,130.48329099700277,409012,1860933,3990311,1.0
5760,248,195758,0,62,206140,31,0.02763625,0,0,3.2028519170016807,4.441535455000121,4.582607931002713,live,gpt-5.4-nano-2026-03-17,,266765,46837,326216,0.12901968826982307,66,1601591,12,0,0,0,0,0,2654,agentic_governed_no_peer,1,False,1,,1094,0,45,0.1814516129032258,0,True,2700,5.0,5.0,5.0,2700,0.6842013888888889,3941,13.170000000000002,193949696,,0,98.0,745.0,69.24142426525998,5,,,0,0,0,0,N1,206.92,270.0,0,0,0,0,0.004003999492852017,0.014961002307245508,0.022256001102505252,45,10.0,2454,72.27261206193968,210.28,282.0,12,F1_C8_agentic_governed_no_peer_4107,46,F1_C8,4107,,False,0.0,,0,0,2026-08-31T18:37:11.527847+00:00,1.27.1,0,0,0,0,248,2700,0,,0,0,46,0.0,0,122.80264029500177,313602,0,1915193,2.0
