scenario,controller,metric,metric_label,n_runs,estimate,ci95_low,ci95_high,summary_statistic
S3,agentic_unguarded,p95_time_loss_s,P95 time loss (s),20,166.345,157.815,172.505,median_of_run_values
S3,agentic_unguarded,p95_trip_time_s,P95 trip time (s),20,245.0,241.5,251.0,median_of_run_values
S3,agentic_unguarded,emergency_trip_time_s,Emergency trip time (s),20,328.35,273.9975,378.05,mean_of_runs
S3,agentic_unguarded,completed_trips,Completed trips,20,2012.95,2011.85,2014.0,mean_of_runs
S3,agentic_unguarded,max_total_queue,Maximum total queue,20,101.4,94.9,108.3,mean_of_runs
S3,agentic_unguarded,max_spillback_duration_s,Maximum spillback duration (s),20,0.0,0.0,0.0,mean_of_runs
S3,agentic_unguarded,wan_application_bytes,WAN application bytes/h,20,415271.05,411398.65375,418602.065,mean_of_runs
S3,agentic_unguarded,peer_application_bytes,Peer application bytes/h,20,1855444.8,1854973.8875,1855853.7575,mean_of_runs
S3,agentic_unguarded,proposed_unsafe_actions,Proposed policy violations,20,22.75,20.6,25.2,mean_of_runs
S3,agentic_unguarded,blocked_unsafe_actions,Blocked policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,agentic_unguarded,executed_unsafe_actions,Executed policy violations,20,22.75,20.55,25.101249999999983,mean_of_runs
S3,agentic_unguarded,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",20,98.7690212173579,89.36957612236785,108.84331969527216,mean_of_runs
S3,cloud_maxpressure,mean_time_loss_s,Mean time loss (s),20,80.0379545838496,76.22119490754108,83.91873302029246,mean_of_runs
S3,cloud_maxpressure,p95_time_loss_s,P95 time loss (s),20,237.24,222.37,255.3,median_of_run_values
S3,cloud_maxpressure,p95_trip_time_s,P95 trip time (s),20,335.5,322.0,355.5,median_of_run_values
S3,cloud_maxpressure,emergency_trip_time_s,Emergency trip time (s),20,389.05,339.05,433.3,mean_of_runs
S3,cloud_maxpressure,completed_trips,Completed trips,20,1995.15,1992.05,1998.3,mean_of_runs
S3,cloud_maxpressure,max_total_queue,Maximum total queue,20,122.95,117.2,129.2,mean_of_runs
S3,cloud_maxpressure,max_spillback_duration_s,Maximum spillback duration (s),20,0.0,0.0,0.0,mean_of_runs
S3,cloud_maxpressure,wan_application_bytes,WAN application bytes/h,20,8778009.4,8777610.995,8778427.25375,mean_of_runs
S3,cloud_maxpressure,peer_application_bytes,Peer application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,cloud_maxpressure,proposed_unsafe_actions,Proposed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,cloud_maxpressure,blocked_unsafe_actions,Blocked policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,cloud_maxpressure,executed_unsafe_actions,Executed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,mean_time_loss_s,Mean time loss (s),20,78.81131266600302,74.97501362934143,82.67910806165605,mean_of_runs
S3,coordinated_maxpressure,p95_time_loss_s,P95 time loss (s),20,243.82,226.715,266.225,median_of_run_values
S3,coordinated_maxpressure,p95_trip_time_s,P95 trip time (s),20,334.0,312.0,356.5,median_of_run_values
S3,coordinated_maxpressure,emergency_trip_time_s,Emergency trip time (s),20,319.0,265.7975,372.2,mean_of_runs
S3,coordinated_maxpressure,completed_trips,Completed trips,20,1997.75,1993.9,2001.4,mean_of_runs
S3,coordinated_maxpressure,max_total_queue,Maximum total queue,20,124.0,117.15,130.75,mean_of_runs
S3,coordinated_maxpressure,max_spillback_duration_s,Maximum spillback duration (s),20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,wan_application_bytes,WAN application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,peer_application_bytes,Peer application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,proposed_unsafe_actions,Proposed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,blocked_unsafe_actions,Blocked policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,coordinated_maxpressure,executed_unsafe_actions,Executed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,fixed,mean_time_loss_s,Mean time loss (s),20,58.58003190318364,58.100505093671565,59.06580807722191,mean_of_runs
S3,fixed,p95_time_loss_s,P95 time loss (s),20,140.615,136.84,145.89,median_of_run_values
S3,fixed,p95_trip_time_s,P95 trip time (s),20,258.0,256.0,260.0,median_of_run_values
S3,fixed,emergency_trip_time_s,Emergency trip time (s),20,108.1,107.85,108.35,mean_of_runs
S3,fixed,completed_trips,Completed trips,20,2003.1,2002.3,2003.85,mean_of_runs
S3,fixed,max_total_queue,Maximum total queue,20,101.2,97.85,104.1,mean_of_runs
S3,fixed,max_spillback_duration_s,Maximum spillback duration (s),20,0.0,0.0,0.0,mean_of_runs
S3,fixed,wan_application_bytes,WAN application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,fixed,peer_application_bytes,Peer application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,fixed,proposed_unsafe_actions,Proposed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,fixed,blocked_unsafe_actions,Blocked policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,fixed,executed_unsafe_actions,Executed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,mean_time_loss_s,Mean time loss (s),20,51.79989711815995,50.93077717433733,52.78566355035058,mean_of_runs
S3,local_maxwave,p95_time_loss_s,P95 time loss (s),20,163.94,156.7,167.755,median_of_run_values
S3,local_maxwave,p95_trip_time_s,P95 trip time (s),20,238.0,233.5,241.0,median_of_run_values
S3,local_maxwave,emergency_trip_time_s,Emergency trip time (s),20,361.6,314.1,403.35125,mean_of_runs
S3,local_maxwave,completed_trips,Completed trips,20,2014.7,2013.8,2015.45,mean_of_runs
S3,local_maxwave,max_total_queue,Maximum total queue,20,99.3,95.5,103.1,mean_of_runs
S3,local_maxwave,max_spillback_duration_s,Maximum spillback duration (s),20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,wan_application_bytes,WAN application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,peer_application_bytes,Peer application bytes/h,20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,proposed_unsafe_actions,Proposed policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,blocked_unsafe_actions,Blocked policy violations,20,0.0,0.0,0.0,mean_of_runs
S3,local_maxwave,executed_unsafe_actions,Executed policy violations,20,0.0,0.0,0.0,mean_of_runs
S4,agentic_governed,mean_time_loss_s,Mean time loss (s),10,52.65930625136078,50.48658169523317,55.51288734755504,mean_of_runs
S4,agentic_governed,p95_time_loss_s,P95 time loss (s),10,158.45,149.75,169.92,median_of_run_values
S4,agentic_governed,p95_trip_time_s,P95 trip time (s),10,238.5,232.0,251.0,median_of_run_values
S4,agentic_governed,emergency_trip_time_s,Emergency trip time (s),10,373.0,311.6,421.20249999999993,mean_of_runs
S4,agentic_governed,completed_trips,Completed trips,10,2015.0,2013.7,2016.3,mean_of_runs
S4,agentic_governed,max_total_queue,Maximum total queue,10,101.4,91.2,113.1,mean_of_runs
S4,agentic_governed,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,agentic_governed,wan_application_bytes,WAN application bytes/h,10,439582.6,433978.9,445048.2025,mean_of_runs
S4,agentic_governed,peer_application_bytes,Peer application bytes/h,10,1855501.0,1855137.0825,1855922.1075000002,mean_of_runs
S4,agentic_governed,proposed_unsafe_actions,Proposed policy violations,10,13.9,12.3,15.5,mean_of_runs
S4,agentic_governed,blocked_unsafe_actions,Blocked policy violations,10,13.9,12.3,15.5,mean_of_runs
S4,agentic_governed,executed_unsafe_actions,Executed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,agentic_governed,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",10,0.0,0.0,0.0,mean_of_runs
S4,agentic_unguarded,mean_time_loss_s,Mean time loss (s),10,53.32827983396478,51.36973645678985,55.990178894319556,mean_of_runs
S4,agentic_unguarded,p95_time_loss_s,P95 time loss (s),10,158.735,149.765,177.62,median_of_run_values
S4,agentic_unguarded,p95_trip_time_s,P95 trip time (s),10,243.5,235.5,266.0,median_of_run_values
S4,agentic_unguarded,emergency_trip_time_s,Emergency trip time (s),10,381.4,300.3925,445.8,mean_of_runs
S4,agentic_unguarded,completed_trips,Completed trips,10,2013.9,2012.0,2015.5,mean_of_runs
S4,agentic_unguarded,max_total_queue,Maximum total queue,10,101.0,91.6,110.9,mean_of_runs
S4,agentic_unguarded,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,agentic_unguarded,wan_application_bytes,WAN application bytes/h,10,435608.9,428748.67,442411.4,mean_of_runs
S4,agentic_unguarded,peer_application_bytes,Peer application bytes/h,10,1855168.2,1854625.3575,1855645.6500000001,mean_of_runs
S4,agentic_unguarded,proposed_unsafe_actions,Proposed policy violations,10,22.2,19.5,24.8,mean_of_runs
S4,agentic_unguarded,blocked_unsafe_actions,Blocked policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,agentic_unguarded,executed_unsafe_actions,Executed policy violations,10,22.2,19.597500000000004,24.7,mean_of_runs
S4,agentic_unguarded,unsafe_actions_per_1000_decisions,"Executed violations per 1,000 decisions",10,91.03770720740967,81.70173744829178,99.92320169096882,mean_of_runs
S4,cloud_maxpressure,mean_time_loss_s,Mean time loss (s),10,79.7944996091644,75.24097664405227,84.75758892472398,mean_of_runs
S4,cloud_maxpressure,p95_time_loss_s,P95 time loss (s),10,246.965,218.96,262.06,median_of_run_values
S4,cloud_maxpressure,p95_trip_time_s,P95 trip time (s),10,318.0,313.0,336.0,median_of_run_values
S4,cloud_maxpressure,emergency_trip_time_s,Emergency trip time (s),10,454.4,434.2975,474.8,mean_of_runs
S4,cloud_maxpressure,completed_trips,Completed trips,10,1995.3,1992.1,1998.8,mean_of_runs
S4,cloud_maxpressure,max_total_queue,Maximum total queue,10,125.0,114.7,139.5,mean_of_runs
S4,cloud_maxpressure,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,cloud_maxpressure,wan_application_bytes,WAN application bytes/h,10,8777825.2,8777317.69,8778327.1025,mean_of_runs
S4,cloud_maxpressure,peer_application_bytes,Peer application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,cloud_maxpressure,proposed_unsafe_actions,Proposed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,cloud_maxpressure,blocked_unsafe_actions,Blocked policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,cloud_maxpressure,executed_unsafe_actions,Executed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,mean_time_loss_s,Mean time loss (s),10,73.66501428585134,70.07060655398716,76.54658062235926,mean_of_runs
S4,coordinated_maxpressure,p95_time_loss_s,P95 time loss (s),10,220.99,205.68,242.39,median_of_run_values
S4,coordinated_maxpressure,p95_trip_time_s,P95 trip time (s),10,320.5,307.5,343.0,median_of_run_values
S4,coordinated_maxpressure,emergency_trip_time_s,Emergency trip time (s),10,369.7,311.7925,425.5,mean_of_runs
S4,coordinated_maxpressure,completed_trips,Completed trips,10,2002.7,1999.0974999999999,2006.2,mean_of_runs
S4,coordinated_maxpressure,max_total_queue,Maximum total queue,10,115.6,104.2,127.2,mean_of_runs
S4,coordinated_maxpressure,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,wan_application_bytes,WAN application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,peer_application_bytes,Peer application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,proposed_unsafe_actions,Proposed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,blocked_unsafe_actions,Blocked policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,coordinated_maxpressure,executed_unsafe_actions,Executed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,fixed,mean_time_loss_s,Mean time loss (s),10,58.55586787089427,57.70088007449254,59.413774729302325,mean_of_runs
S4,fixed,p95_time_loss_s,P95 time loss (s),10,139.84,136.19,144.18,median_of_run_values
S4,fixed,p95_trip_time_s,P95 trip time (s),10,258.0,250.0,262.0,median_of_run_values
S4,fixed,emergency_trip_time_s,Emergency trip time (s),10,108.1,107.8,108.4,mean_of_runs
S4,fixed,completed_trips,Completed trips,10,2003.5,2001.9,2005.3,mean_of_runs
S4,fixed,max_total_queue,Maximum total queue,10,106.6,99.4,113.5,mean_of_runs
S4,fixed,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,fixed,wan_application_bytes,WAN application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,fixed,peer_application_bytes,Peer application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,fixed,proposed_unsafe_actions,Proposed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,fixed,blocked_unsafe_actions,Blocked policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,fixed,executed_unsafe_actions,Executed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,mean_time_loss_s,Mean time loss (s),10,52.59588105445018,50.35017263997945,55.46733683943275,mean_of_runs
S4,local_maxwave,p95_time_loss_s,P95 time loss (s),10,162.025,157.56,186.425,median_of_run_values
S4,local_maxwave,p95_trip_time_s,P95 trip time (s),10,235.5,232.0,261.5,median_of_run_values
S4,local_maxwave,emergency_trip_time_s,Emergency trip time (s),10,361.4,297.9,407.9,mean_of_runs
S4,local_maxwave,completed_trips,Completed trips,10,2015.4,2014.2,2016.6,mean_of_runs
S4,local_maxwave,max_total_queue,Maximum total queue,10,99.2,89.0,111.3,mean_of_runs
S4,local_maxwave,max_spillback_duration_s,Maximum spillback duration (s),10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,wan_application_bytes,WAN application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,peer_application_bytes,Peer application bytes/h,10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,proposed_unsafe_actions,Proposed policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,blocked_unsafe_actions,Blocked policy violations,10,0.0,0.0,0.0,mean_of_runs
S4,local_maxwave,executed_unsafe_actions,Executed policy violations,10,0.0,0.0,0.0,mean_of_runs
